"ImportedID","CarSearchID","Engine","DealerPhone","CarYear","ErrFlg","Color","Price","BodyStyle","CarName","SellerType","SellerName","ListingID","Miles","ScraperRunID","Created"
"2421136","14326","3.5L V6","8773626902","2011","0","White","51500","White","Mercedes-Benz M-Class ML350","Dealer:","Topline Automotive Inc.","64221380","2053","134",NULL
"2432958","1452","2.0L I4","8882791995","2008","0","Ibis White","24295","Ibis White","Audi A4 2.0T","Dealer:","DCH Millburn Audi","68162332","36299","134",NULL
"2441520","14715","5.3L V8","8884993511","2010","0","Silver","29887","Silver","Chevrolet Suburban LS","Dealer:","Capitol Subaru","67403120","37752","134",NULL
"2443611","1474","2.5L I-6","8883142967","2001","0","Silver","7990","Silver","BMW 325 xiT","Dealer:","Northway Automotive","58040575","110883","134",NULL
"2444442","1475","3.0L I6","8884511439","2007","0","Black Sapphire","24995","Black Sapphire","BMW 328 xi","Dealer:","Open Road BMW of Newton","59270331","30218","134",NULL
"2444833","1475","3.0L I6","8775117683","2011","0","Space Gray Metallic","0","Space Gray Metallic","BMW 328 i","Dealer:","Circle BMW","68192137","0","134",NULL
"2446127","1476","3.0L I6","8777189705","2005","0","Spark","24979","Spark","BMW 330 Ci","Dealer:","BMW of Roxbury","68693067","68135","134",NULL
"2446408","1476","3.0L I6","8888626005","2001","0","Silver","8980","Silver","BMW 330 Ci","Dealer:","Queens Auto Mall","68485941","76026","134",NULL
"2448570","14806","5.4L V8","8668833475","2004","0","Silver","17995","Silver","Ford F150","Dealer:","Diablo Ford","68730358","70466","134",NULL
"2448938","14807","V8, Turbo Dsl 6.0L","8888996663","2004","0","White","18990","White","Ford F250 XLT SuperCab Super Duty","Dealer:","OutLet4Cars.com","52601476","90372","134",NULL
"2454009","14855","1.6L I4","8883848969","2010","0","Gray","12577","Gray","Hyundai Accent GLS","Dealer:","John L. Sullivan Chevrolet of Roseville","65935084","32624","134",NULL
"2454454","14866","2.4L I4","8888020232","2010","0","Blue","16994","Blue","Hyundai Sonata GLS","Dealer:","Autowest Dodge Chrysler Jeep","64665133","29697","134",NULL
"2456639","14925","4.4L V8","8885151423","2006","0","Zambezi Silver","25999","Zambezi Silver","Land Rover Range Rover Sport HSE","Dealer:","Livermore Auto Mall: Honda, Audi, Subaru, Jaguar, Landrover, Porsche","67167168","118274","134",NULL
"2457403","14953","3.0L V6","8884704379","2002","0","Burnished Gold Metallic","14400","Burnished Gold Metallic","Lexus RX 300 BASE","Dealer:","Pre-Owned Luxury Car  Truck","67839025","105466","134",NULL
"2471897","1521","3.4L V6","8772986412","2003","0","Gold","9980","Gold","Buick Rendezvous","Dealer:","Lehighton Ford","68072680","73026","134",NULL
"2486453","15555","2.4L I4","8888624618","2010","0","White","18999","White","Hyundai Santa Fe GLS","Dealer:","Gaylord Leasing Co Inc","64611820","33500","134",NULL
"2486674","15557","3.3L V6","8883557133","2008","0","Dark Cherry Red","11988","Dark Cherry Red","Hyundai Sonata GLS","Dealer:","Planet Hyundai","66692731","85152","134",NULL
"15102865","5832","2.0L I4 16V GDI DOHC Flexible Fu","8885845089","2013","0","Ingot Silver Metallic","16988","Sedan","Ford Focus SE","unknown","Chestatee Ford","122687408","6093","275","2013-08-25 22:38:17"
"2487535","15571","3.7L V6","8884723878","2010","0","White","47992","White","Infiniti G37","Dealer:","Mike Ward Infiniti","68876736","3490","134",NULL
"2489262","15606","2.4L I4","8778758667","2007","0","Stone White","12899","Stone White","Jeep Patriot Sport","Dealer:","Weld County Garage","64102991","88859","134",NULL
"2490375","1562","4.3L V6","8886499727","2010","0","Gray","18999","Gray","Chevrolet Express 1500 Work Van","Dealer:","Enterprise Car Sales - Allentown","67469817","23586","134",NULL
"2497183","15811","3.8L V6","8665125183","2006","0","Liquid Silver Metallic","10995","Liquid Silver Metallic","Pontiac Grand Prix BASE","Dealer:","Southwest Motors","67276457","79485","134",NULL
"2507326","16108","2.7L V6","8883102371","2009","0","Brilliant Black Crystal Pearlcoat","0","Brilliant Black Crystal Pearlcoa","Chrysler 300 LX","Dealer:","Young Chevrolet","68845379","19391","134",NULL
"2508547","1613","2.7L V6","8882265708","2008","0","Brilliant Black (Top)","18988","Brilliant Black (Top)","Chrysler Sebring Touring","Dealer:","Huntington Jeep Chrysler Dodge Hyundai","64115155","40544","134",NULL
"2509767","1615","3.8L V6","8668957512","2010","0","Stone White Clearcoat","21250","Stone White Clearcoat","Chrysler Town  Country Touring","Dealer:","Acme Auto Sales","62557970","10493","134",NULL
"2512236","161","5.0L V8","8883498915","1998","0","Light Pewter Metallic","8985","Light Pewter Metallic","Chevrolet 1500 Silverado","Dealer:","Harry Browns Family Automotive","66357739","93771","134",NULL
"2515449","16296","3.7L V6","8888700073","2008","0","Black","16775","Black","Jeep Liberty Sport","Dealer:","Rand""s Auto","67858449","35379","134",NULL
"2518727","1640","5.7L V8","8886133482","2004","0","White","0","White","Dodge Ram 1500","Dealer:","L.T. Begnal Motors Co. Inc.","67454584","72376","134",NULL
"2521842","16585","3.3L V6","8885954374","2004","0","Gray","11995","Gray","Toyota Sienna LE","Dealer:","Robert Marsh Car  Truck Sales","68425963","104517","134",NULL
"2528339","1677","5.4L V8","8669812906","2003","0","Green","14995","Green","Ford F150 Lariat","Dealer:","Wilton Auto Park","67657099","78427","134",NULL
"2533269","1700","2.0L I4","8886991689","2010","0","Frozen White","20551","Frozen White","Ford Transit Connect XL","Dealer:","Tom Masano Ford Inc.","64886608","6600","134",NULL
"2535525","1703","2.4L","8663499525","2010","0","Crystal Black Pearl","16809","Crystal Black Pearl","Honda Accord EX","Dealer:","Dealer:","66193157","3003","134",NULL
"2538591","1706","1.6L I4","8668056340","2000","0","Green","6950","Green","Honda Civic VP","Dealer:","John L. Smith, Inc.","64404916","77157","134",NULL
"2539907","1708","2.4L I4","8664435826","2008","0","Nighthawk Black","23495","Nighthawk Black","Honda CR-V EX","Dealer:","CarSense Hatfield","64841603","16556","134",NULL
"2544422","1723","6.0L V8","8667876656","2003","0","Green","18500","Green","Hummer H2 BASE","Dealer:","Atlantic Auto Brokers","66782834","85540","134",NULL
"2546150","1735","3.3L V6","8884573248","2007","0","Dark Cherry Red","15988","Dark Cherry Red","Hyundai Santa Fe SE","Dealer:","Riverhead Bay Motors","60443162","47986","134",NULL
"14917525","1757","4.5L V8","8886435446","2007","0","Silver","11999","Sedan","Infiniti M45 Sport","unknown","Auto Approval Center","124369164","107099","275","2013-08-25 22:27:20"
"2555983","1787","4.0L I6","8775920974","2006","0","Light Khaki Clearcoat Metallic","14000","Light Khaki Clearcoat Metallic","Jeep Wrangler Sport","Dealer:","Weekend Motors","60360813","51987","134",NULL
"2568868","1844","5.4L V8","8774685164","2004","0","Black","13995","Black","Lincoln Navigator","Dealer:","Elite Motors","47663010","96000","134",NULL
"2570204","18569","350","8668157394","1978","0","Red","6480","Red","Pontiac Firebird","Dealer:","The Internet Car Lot","46617965","26000","134",NULL
"2570975","1858","3.7L V6","8888847548","2009","0","Liquid Silver Metallic","22995","Liquid Silver Metallic","Mazda CX-9 Sport","Dealer:","Wayne Mazda","67507608","19292","134",NULL
"2572194","1860","2.0L I4","8885090506","2010","0","Black","15995","Black","Mazda Mazda3 i Sport","Dealer:","J  S AutoHaus - Mt. Holly","68372482","24884","134",NULL
"2584049","1918","2.5L I-4","8884970470","2008","0","Gray","14495","Gray","Nissan Altima 2.5 S","Dealer:","Singh Auto World","64931659","41000","134",NULL
"2584615","1918","2.5L I4","8882346198","2008","0","Super Black","19995","Super Black","Nissan Altima 2.5 S","Dealer:","Legend Nissan","66780029","24350","134",NULL
"2590390","1936","2.5L I4","8889578013","2009","0","Phantom White","21985","Phantom White","Nissan Rogue SL","Dealer:","Staten Island Nissan","66808543","21485","134",NULL
"2590845","1936","2.5L I4","8774548207","2008","0","Black","15995","Black","Nissan Rogue SL","Dealer:","D""Addario Cadillac Buick GMC Nissan","68666396","73762","134",NULL
"2593315","1947","2.4L I4","8777126084","2009","0","Silver","12995","Silver","Mitsubishi Galant","Dealer:","Cherry Hill Triplex","64059955","17558","134",NULL
"2594167","1962","1.6L I4","8773059873","2008","0","Pepper White","21995","Pepper White","MINI Cooper S","Dealer:","Mini Of Fairfield County","61463198","42700","134",NULL
"2595137","1988","3.5L V6","8888479648","2007","0","Ivory White","13999","Ivory White","Pontiac G6 BASE","Dealer:","RideSmart Auto","65642104","14916","134",NULL
"2596808","2003","3.8L H6","8774289390","2008","0","Gt Silver Metallic","74995","Gt Silver Metallic","Porsche 911 Carrera 4S","Dealer:","New Country Porsche of Greenwich","66094103","15055","134",NULL
"2598467","20221","6L","8777812167","2006","0","White","18995","White","Chevrolet Express 3500","Dealer:","Thrifty Car Sales - Mountain Home","67047018","46954","134",NULL
"2601617","20402","3.5L V6","8882045275","2007","0","White","29995","White","Infiniti FX35 Base","Dealer:","Bronco Motors Nissan","63373464","46122","134",NULL
"2605037","2053","3.0L V6","8666726948","1993","0","Green","3895","Green","Toyota 4Runner SR5","Dealer:","Impressive Motors","63104260","173259","134",NULL
"2605901","2055","2.4L I4","8665427538","2009","0","Blue Ribbon Metallic","17395","Blue Ribbon Metallic","Toyota Camry LE","Dealer:","MotorWorld","65091748","47026","134",NULL
"2607023","2055","2.4L I-4","8777782382","2003","0","Silver","10495","Silver","Toyota Camry LE","Dealer:","Keyser Avenue Auto Sales","64346906","82154","134",NULL
"2607359","2055","2.5L I4","8885357961","2010","0","Gray","19975","Gray","Toyota Camry SE","Dealer:","Rye Ford Subaru","68304242","17021","134",NULL
"2616071","20792","2.4L I4","8885469192","2009","0","White","29995","White","Acura TSX","Dealer:","Ron Tonkin Acura","68263571","27063","134",NULL
"2622936","2099","2.0L I4","8888340443","2011","0","Night Blue Metallic","29995","Night Blue Metallic","Volkswagen Tiguan","Dealer:","Mohegan Lake Motors","64755929","3847","134",NULL
"2624200","21027","6.4L V8","8775216875","2008","0","Oxford White Clearcoat","31899","Oxford White Clearcoat","Ford F350 XL","Dealer:","Hubbard Chevrolet","65591393","31417","134",NULL
"2624600","21041","4.0L V6","8663361291","2009","0","Gray","19995","Gray","Ford Mustang","Dealer:","Canby Ford","66889614","33410","134",NULL
"2626861","21141","4.4L V8","8885134917","2006","0","Gray","17994","Gray","Land Rover LR3 SE","Dealer:","Beaverton Toyota Scion","68130134","111320","134",NULL
"2629618","2130","2.3L I4","8772594978","2009","0","Crystal Black Pearl","23825","Crystal Black Pearl","Acura RDX Technology","Dealer:","Don Ayres Honda","65122749","60319","134",NULL
"14918918","1783","Gas V8 5.7L345","8885962651","2012","0","Brilliant Black Crystal Pearl","34437","SUV","Jeep Grand Cherokee Limited","unknown","Lester Glenn Auto","119005160","25027","275","2013-08-25 22:27:31"
"2632041","2143","2.0L I4","8666958606","2008","0","Alpaca Beige Metallic","33895","Alpaca Beige Metallic","Audi A4 2.0T quattro","Dealer:","Porsche Audi of Bedford","68003612","31742","134",NULL
"2643914","22423","4.0L V6","8884088451","2006","0","Blue","15987","Blue","Ford Mustang","Dealer:","Tempe Dodge Chrysler Jeep Kia","67167495","40345","134",NULL
"2648516","2258","3.5L V6","8772481303","2008","0","Dark Blue","10995","Dark Blue","Chevrolet Impala LS","Dealer:","Custom Car Care","67652565","63910","134",NULL
"2651739","22675","6 Cylinders","4803292662","2004","0","Cream","8500","Cream","Mitsubishi Endeavor LTD","Individual Seller:","Individual Seller:","67714307","129000","134",NULL
"2653387","22750","2.4L I4","8779687054","2009","0","White","15491","White","Saturn Aura XE-4","Dealer:","Power Chevrolet Superstition Springs","68849030","26197","134",NULL
"2653473","22766","2.4L I4","8665074299","2005","0","White","8988","White","Scion tC Base","Dealer:","LUXORAUTO.COM","68118819","101429","134",NULL
"2655384","2281","4.2L I6","8882374950","2006","0","Charcoal","14998","Charcoal","Chevrolet TrailBlazer LS","Dealer:","Erwin Chrysler Dodge Jeep","61460655","53305","134",NULL
"2656375","2284","3.5L V6","8884129945","2006","0","Blue","0","Blue","Chevrolet Uplander LT","Dealer:","Tansky Sawmill Toyota","68571412","70436","134",NULL
"2660309","22962","3.6L V6","8884743811","2011","0","Black Ice","33891","Black Ice","Cadillac STS V6","Dealer:","Crest Auto Group","66489436","18147","134",NULL
"2660968","22977","2.2L I4","8888785093","2010","0","Black","12490","Black","Chevrolet Cobalt LT","Dealer:","Jupiter Chevrolet Inc","63513073","29535","134",NULL
"2664396","23019","8 Cylinders","9034394339903885","2007","0","Cream","19895","Cream","Chrysler 300C","Individual Seller:","Individual Seller:","68237328","32354","134",NULL
"2664700","23031","6 Cylinders","9727436717","2006","0","Silver","11700","Silver","Chrysler Pacifica Touring","Classified Ad:","Classified Ad:","68087954","66800","134",NULL
"2665264","23039","2.0L I4","8772506421","2008","0","Black","10991","Black","Dodge Caliber SXT","Dealer:","Huffines Chrysler Jeep Dodge of Lewisville","68768002","86857","134",NULL
"2668702","2306","3.8L V6","8778607179","1999","0","Blue","2995","Blue","Chrysler Town  Country LX","Dealer:","Telegraph Auto Sales","61206820","135490","134",NULL
"2671140","23099","6.4L V8","8887210018","2009","0","Oxford White","34988","Oxford White","Ford F250","Dealer:","Town East Ford","68214794","25691","134",NULL
"2674371","23127","1.8L I4","8778892585","2009","0","Blue","18562","Blue","Honda Civic EX","Dealer:","Freeman Honda","68842290","37170","134",NULL
"2675014","2312","5.7L V8","8778031316","2006","0","Top Banana","20368","Top Banana","Dodge Charger R/T","Dealer:","Byers Dublin Superstore","65787241","48358","134",NULL
"2677270","23172","3.7L V6","8882493138","2008","0","Black Obsidian","32891","Black Obsidian","Infiniti G37 Sport","Dealer:","Sewell Infiniti Dallas","68540471","20396","134",NULL
"2679069","23206","3.7L V6","8663885457","2008","0","Green","17599","Green","Jeep Liberty Sport","Dealer:","CarMax","66032955","22915","134",NULL
"2681023","23232","2.5L V6","8882492032","2007","0","Tungsten Pearl","22750","Tungsten Pearl","Lexus IS 250 Base","Dealer:","Autos of Dallas","68498657","69687","134",NULL
"2699690","2380","2.3L I4","8885804826","2008","0","White Suede","17950","White Suede","Ford Fusion SE","Dealer:","Mathews Hyundai","68045937","26949","134",NULL
"2699951","2380","3.0L V6","8884644934","2009","0","Silver","15799","Silver","Ford Fusion SE","Dealer:","Mazda Saab of Bedford","64800312","59746","134",NULL
"2700261","23849","DOHC CVVT 16V I4","8775855261","2011","0","Silver","19792","Silver","Hyundai Sonata GLS","Dealer:","Dealer:","65764531","22189","134",NULL
"2704540","2406","3.5L V6","8883076040","2006","0","Black","17892","Black","Honda Odyssey EX-L","Dealer:","Hatfield Kia","67386170","78240","134",NULL
"2708993","2474","4.0L I6","8882374950","2003","0","Green","10998","Green","Jeep Grand Cherokee Laredo","Dealer:","Erwin Chrysler Dodge Jeep","64077262","83431","134",NULL
"2710573","24844","2.5L H4","8774383901","2011","0","Sage Green Metallic","24871","Sage Green Metallic","Subaru Forester SPORT","Dealer:","Southern Oregon Subaru/Volvo/Mitsubishi","66547658","4039","134",NULL
"2711925","25011","3.8L V6","8668301734","2002","0","Light Bronzemist Metallic","8942","Light Bronzemist Metallic","Buick Park Avenue BASE","Dealer:","Peach Chevrolet","67029341","64978","134",NULL
"2714736","25166","5.4L V8","8885449315","2007","0","Pueblo Gold Clearcoat Metallic","19500","Pueblo Gold Clearcoat Metallic","Ford Expedition XLT","Dealer:","Cook Ford","64964990","79259","134",NULL
"2715353","2517","3.5L V6","8664141883","2008","0","Bamboo Pearl","21783","Bamboo Pearl","Lexus RX 350 Base","Dealer:","Crown Eurocars of Dublin","64145837","93626","134",NULL
"15139735","6831","3.4L V6 12V MPFI OHV","8888844360","2003","0","White","6995","Minivan","Pontiac Montana WB W PKG","unknown","Bradley Chevrolet","124261134","95240","275","2013-08-25 22:40:20"
"2721120","2571","3.0L V6","8884113661","2008","0","Steel Gray Metallic","26975","Steel Gray Metallic","Mercedes-Benz C-Class C300 4MATIC","Dealer:","Suburban Imports of Farmington Hills","65414574","31914","134",NULL
"2721330","2575","3.5L V6","8884884457","2006","0","Black","22777","Black","Mercedes-Benz E-Class E350","Dealer:","Rankl  Ries Motorcars","61789915","52909","134",NULL
"2725587","2679","3.5L V6","8665953383","2009","0","Black","19880","Black","Pontiac G6 GT","Dealer:","Ft. Wayne Toyota Lexus Kia Scion","65854637","11748","134",NULL
"2728774","2724","3.5L V6","8665035064","2005","0","Blue","9986","Blue","Saturn Vue","Dealer:","Victory Honda of Sandusky","67668495","100128","134",NULL
"2732898","2781","4 Cylinders","2165093027","2003","0","Black","6995","Black","Volkswagen Jetta GL","Individual Seller:","Individual Seller:","67555034","60400","134",NULL
"2743561","3010","4.7L V8","8777187813","2006","0","Gray","14900","Gray","Dodge Durango SXT","Dealer:","Steven Toyota","68694908","52327","134",NULL
"2745751","3056","4.0L V6","8663424579","2008","0","Black Clearcoat","22977","Black Clearcoat","Ford Explorer Eddie Bauer","Dealer:","Academy Ford","67971672","46227","134",NULL
"2746595","3060","6.0L V8","8667464674","2007","0","Dark Shadow Gray / Black","29990","Dark Shadow Gray / Black","Ford F250 Lariat","Dealer:","Warrenton Select","68079173","62715","134",NULL
"2750413","3095","1.5L I4","8665769846","2009","0","Crystal Black Pearl","17926","Crystal Black Pearl","Honda Fit Sport","Dealer:","Koons of Falls Church Ford","67676065","15358","134",NULL
"2753817","3165","3.7L V6","8773947834","2005","0","Bright Silver Metallic","8950","Bright Silver Metallic","Jeep Grand Cherokee Laredo","Dealer:","Kip Killmons Cars Under 10K","66335293","118009","134",NULL
"2759132","3273","6.2L V8","8882349844","2011","0","Black","141566","Black","Mercedes-Benz SL-Class SL63 AMG","Dealer:","Euro Motorcars Bethesda","63784085","5828","134",NULL
"2760035","3300","4 Cylinders","7035057538703505","2008","0","Silver","16900","Silver","Nissan Altima 2.5 S","Individual Seller:","Individual Seller:","67240103","51000","134",NULL
"2762535","3344","1.6L I4","8884087421","2005","0","Silver","18995","Silver","MINI Cooper S","Dealer:","Dudley Martin Chevrolet","68490616","61970","134",NULL
"2768329","3466","2.0L I4","8885420826","2009","0","Silver","22995","Silver","Volkswagen CC Sport","Dealer:","New Millennium Auto Sales","64222816","28858","134",NULL
"2771073","3594","3.5L V6","8887179662","2007","0","Frost White","14968","Frost White","Buick Rendezvous CX","Dealer:","Sweeney Chevrolet Buick GMC","65058983","60188","134",NULL
"15099156","5758","2.4L I4 16V MPFI DOHC","8772201313","2003","0","Purple","5991","Wagon","Chrysler PT Cruiser Touring","unknown","Carl Gregory Chrysler","90003673","86881","275","2013-08-25 22:38:04"
"2781193","3813","2.4L I4","8668229761","2010","0","Silver","18999","Silver","Hyundai Tucson GLS","Dealer:","Shults Resale Center","67282633","5949","134",NULL
"2783710","3995","3.3L V6","8773043853","2004","0","Aztec Red","13998","Aztec Red","Nissan Frontier XE","Dealer:","Beaver County Chrysler Jeep Dodge Nissan","65917255","72584","134",NULL
"2790271","4270","3.0L I6","8883009221","2005","0","White","23477","White","BMW X3 3.0i","Dealer:","Haims Motors","2414268","56968","134",NULL
"2791630","4323","5.7L V8","8775509628","1993","0","Flame Red","5988","Flame Red","Chevrolet Corvette Base","Dealer:","Hollywood Kia @ Jumbo Auto  Truck Plaza","65269931","180141","134",NULL
"2792280","4344","4.8L V8","8882553683","2010","0","Blue","25998","Blue","Chevrolet Silverado 1500 LS","Dealer:","CarMax","68589216","3836","134",NULL
"2794219","4401","3.7L V6","8882583133","2008","0","Brilliant Black Crystal Pearl","12400","Brilliant Black Crystal Pearl","Dodge Nitro SXT","Dealer:","The Car Shack","43065932","45710","134",NULL
"2799102","4501","2.4L I4","8882174014","2010","0","White","15995","White","Hyundai Sonata GLS","Dealer:","Rick Case Hyundai - Ft. Lauderdale","67068111","30330","134",NULL
"2799897","4531","2.5L V6","8775509628","2003","0","Black","7988","Black","Jaguar X-Type 2.5","Dealer:","Hollywood Kia @ Jumbo Auto  Truck Plaza","44321100","80360","134",NULL
"2801065","4565","3.5L V6","8665425849","2008","0","Obsidian Black","19999","Obsidian Black","Lexus ES 350 Base","Dealer:","OffLeaseOnly.com","61396653","44991","134",NULL
"2803306","4644","2.5L V6","8774380829","2007","0","Silver / Gray","19594","Silver / Gray","Mercedes-Benz C-Class C230","Dealer:","Mercedes-Benz of Pompano","63081899","51358","134",NULL
"2803625","4647","5.5L V8","8665425849","2008","0","Arctic White","37999","Arctic White","Mercedes-Benz CLS-Class CLS550","Dealer:","OffLeaseOnly.com","66417246","39007","134",NULL
"2806737","4718","3.0L V6","8772507306","2007","0","Graphite Gray Pearl","12884","Graphite Gray Pearl","Mitsubishi Outlander ES","Dealer:","LaBelle Dodge-Chrysler-Jeep","64439754","47559","134",NULL
"2809376","4827","2.7L I4","8669243191","2010","0","Magnetic Gray Metallic","24988","Magnetic Gray Metallic","Toyota Highlander Base","Dealer:","Lipton Toyota","66724657","19777","134",NULL
"2821832","5510","169 horsepower 4 cylinder","8888229150185","2011","0","Tan","22400","Tan","Toyota Camry Basic","Dealer:","Dealer:","68027126","2167","134",NULL
"2823467","5580","3.0L V6","8887323404","1999","0","Gold","5499","Gold","Acura CL 3.0","Dealer:","Roswell Auto Imports","66312205","119771","134",NULL
"2823515","5583","3.7L","8778976822","2008","0","Sterling Gray Metallic","32999","Sterling Gray Metallic","Acura MDX MDX","Dealer:","Dealer:","65459841","51866","134",NULL
"2827352","5697","3.6L V6","8883754911","2011","0","Red","26998","Red","Chevrolet Camaro LT","Dealer:","CarMax","68793274","6401","134",NULL
"2840269","5929","3.7L V6","8667650714","2007","0","Silver","17998","Silver","Jeep Grand Cherokee Laredo","Dealer:","CarMax","62297927","29726","134",NULL
"2841371","5949","3.5L V6","8669139077","2007","0","Silver","24979","Silver","Lexus GS 350 Base","Dealer:","Peach Motors","66055956","69283","134",NULL
"2841780","5971","3.3L V6","8887178830","2006","0","Black Onyx","21952","Black Onyx","Lexus RX 330","Dealer:","Butler Lexus","67260331","79457","134",NULL
"2850064","6218","2.4L I4","8665043079","2007","0","Black","15977","Black","Toyota RAV4 Base","Dealer:","Troncalli Chrysler Dodge Jeep","63000325","57853","134",NULL
"2850416","6223","4.0L V6","8885397670","2010","0","Black Sand Pearl","26975","Black Sand Pearl","Toyota Tacoma SR5","Dealer:","Sandy Springs Ford","68094241","31441","134",NULL
"2857371","6417","5.3L V8","8882167978","2010","0","Gray","0","Gray","Chevrolet Silverado 1500 W/T","Dealer:","Browning Chevrolet","64639751","8904","134",NULL
"2859414","6450","2.7L V6","8888654430","2006","0","Gold","0","Gold","Chrysler Sebring Touring","Dealer:","Ray Skillman Ford  Southside Hyundai","67777898","86045","134",NULL
"2861116","6471","3.5L V6","8665759617","2007","0","Inferno Red Crystal Pearl","14995","Inferno Red Crystal Pearl","Dodge Magnum BASE","Dealer:","Lockhart Cadillac Hummer - South","64738271","77606","134",NULL
"2863525","6514","5.4L V8","8882528715","2007","0","Black Clearcoat","19999","Black Clearcoat","Ford F150","Dealer:","Bales Motor Company","57926181","57158","134",NULL
"2864729","6523","2.0L I4","8774614035","2009","0","Blue","14900","Blue","Ford Focus SE","Dealer:","Hardin County Honda","67594647","35595","134",NULL
"2865596","6530","6 Cylinders","8122412299812241","2002","0","Black","6800","Black","Ford Mustang","Individual Seller:","Individual Seller:","66862281","105000","134",NULL
"2867798","6565","2.0L I4","8884716485","2010","0","Nordic White","14988","Nordic White","Hyundai Elantra GLS","Dealer:","Don Moore Automotive","65002916","43637","134",NULL
"2871209","671","4.0L V6","8665637075","2007","0","Titanium Metallic","23995","Titanium Metallic","Toyota 4Runner SR5","Dealer:","Rudy Luther Toyota","67478022","69752","134",NULL
"2874062","6781","2.4L I4","8772858090","2008","0","Orange","18798","Orange","Mitsubishi Eclipse Spyder GS","Dealer:","Auto House","61968744","32654","134",NULL
"2876562","6892","2.4L I4","8882638323","2009","0","Tan","17227","Tan","Toyota Camry LE","Dealer:","Oxmoor Toyota Scion","64216387","26250","134",NULL
"2878770","6933","2.0L I4","8772211476","2001","0","Dark Blue","5995","Dark Blue","Volkswagen Golf GLS","Dealer:","Les"" Cars  Trucks","67198137","143000","134",NULL
"15176595","9199",,"8777178792","2013","1","Black","29980","Sedan","Chrysler 300C","unknown",,"120209348","6777","275","2013-08-25 22:42:45"
"2880583","7085","3.5L I5","8666165015","2006","0","Summit White","14781","Summit White","Chevrolet Colorado","Dealer:","Reed-Lallier Chevrolet","68052272","45643","134",NULL
"2882980","7143","3.8L V6","8666946143","2008","0","Deep Crimson Crystal Pearl","18977","Deep Crimson Crystal Pearl","Chrysler Town  Country Touring","Dealer:","Jim Hudson Ford","67147609","38797","134",NULL
"2884725","7205","4.6L V8","8663143251","2008","0","White","15888","White","Ford F150 STX","Dealer:","Lugoff Ford","68594162","80164","134",NULL
"2885777","7231","2.4L I4","8885485544","2008","0","Black","17998","Black","Honda Accord EX","Dealer:","CarMax","67703820","59498","134",NULL
"2891510","7583","2.4L I4","8664787889","2007","0","Titanium Metallic","19931","Titanium Metallic","Toyota Camry LE","Dealer:","Jim Hudson Toyota","66233963","24252","134",NULL
"2891774","7585","3.3L V6","8774407602","2008","0","White","22488","White","Toyota Camry Solara SLE","Dealer:","Toyota of Charleston","68179012","77061","134",NULL
"2902442","840","4.6L V8","8886955371","2010","0","Tuscan Bronze Chromaflair","34895","Tuscan Bronze Chromaflair","Cadillac DTS Luxury Collection","Dealer:","Bill Walsh GM Superstore","56792787","15597","134",NULL
"2906755","857","1.6L I4","8885484527","2010","0","Red","12971","Red","Chevrolet Aveo LT","Dealer:","Mike Anderson Chevrolet of Chicago","67800076","27270","134",NULL
"2916854","8972","4.0L V6","8666113807","2008","0","Gray","26275","Gray","Toyota FJ Cruiser Base","Dealer:","Belk Ford Mercury  Oxford Toyota","67577133","44180","134",NULL
"2919972","9108","4.8L V8","8662885348","2007","0","Space Gray Metallic","38850","Space Gray Metallic","BMW X5 4.8i","Dealer:","NXCess Motorcars","67025666","21709","134",NULL
"2923685","9191","4.2L I6","8883677514","2008","0","Black","16892","Black","Chevrolet TrailBlazer LT","Dealer:","Gillman Nissan of Fort Bend","66239153","52645","134",NULL
"2927948","9278","4.6L V8","8669060428","2010","0","Red Candy Metallic","26271","Red Candy Metallic","Ford F150 XLT","Dealer:","Don McGill Toyota of Katy","68328508","9901","134",NULL
"2928447","9278","4.6L V8","8889208547","2002","0","White","7995","White","Ford F150 SuperCrew","Dealer:","Beck  Masten Gulf Freeway","67199902","152992","134",NULL
"2928603","9279","6.4L V8","8666949352","2008","0","Oxford White Clearcoat","33888","Oxford White Clearcoat","Ford F250 Lariat","Dealer:","River Oaks Chrysler Jeep Dodge","67769420","40746","134",NULL
"2932807","935","3.7L V6","8885308014","2005","0","Flame Red","11876","Flame Red","Dodge Dakota SLT","Dealer:","Honda City","65329382","37325","134",NULL
"2934394","9404","3.5L V6","8662746084","2010","0","Obsidian Black","45500","Obsidian Black","Lexus GS 350 Base","Dealer:","Northside Lexus","68472585","13763","134",NULL
"2944389","977","3.0L V6","8885742070","2010","0","Sangria Red Metallic","24675","Sangria Red Metallic","Ford Escape Limited","Dealer:","Packey Webb Ford","60505923","17247","134",NULL
"2946970","9862","2.4L I4","8882379491","2011","0","Gold","19950","Gold","Chevrolet Malibu LT","Dealer:","Mandal Pontiac Buick GMC Inc.","68076024","25827","134",NULL
"2947822","9872","5.3L V8","8772239739","2010","0","White","29988","White","Chevrolet Silverado 1500 LT","Dealer:","Mossy Of Picayune","62666127","10805","134",NULL
"2950519","9966","4.0L V6","8882508659","2007","0","White","17997","White","Ford Explorer Eddie Bauer","Dealer:","Toyota of New Orleans","63472503","43073","134",NULL
"2951544","998","2.3L I4","8884919682","2008","0","Vapor Silver","16995","Vapor Silver","Ford Fusion SE","Dealer:","Delong Ford Mercury","64023435","40936","134",NULL
